year,team,seed,opponent,win,win_margin,previous_tournament,tournament_two_years_back,win percent,wins_in_last_10,percent_of_wins_away,coach_tenure,total_seasons_coaching,coach_final_fours,coach_championships,coach_NBA_draft_picks,automatic_bid,RPI,Sagarin,SOS,Total_Games,ppg,ppg_allowed,Efficiency,Efficiency_Allowed,Rbs_Per_Game,Rbs_Per_Game_Allowed,Steals_Per_Game,Steals_Per_Game_Allowed,Blocks_Per_Game,FG_Percent,3_pt_percent,TS_percent,free_throw_rate,assists_per_game,freshmen_play_time,sophomore_play_time,junior_play_time,senior_play_time,year,opponent,opp_seed,opp_previous_tournament,opp_tournament two years back,opp_win_percent,opp_wins_in_last_10,opp_percent_of_wins_away,opp_coach_tenure,opp_total_seasons_coaching,opp_coach_final_fours,opp_coach_championships,opp_coach_NBA_draft_picks,opp_automatic_bid,opp_RPI,opp_Sagarin,opp_SOS,opp_Total_Games,opp_Points_Scored_Per_Game,opp_Points_Allowed_Per_Game,opp_Efficiency,opp_Efficiency_Allowed,opp_Rbs_Per_Game,opp_Rbs_Per_Game_Allowed,opp_Steals_Per_Game,opp_Steals_Per_Game_Allowed,opp_Blocks_Per_Game,opp_FG_percent,opp_3_pt_percent,opp_TS_percent,opp_free_throw_rate,opp_assists_per_game,opp_freshmen_play_time,opp_sophomore_play_time,opp_junior_play_time,opp_senior_play_time,Round
1987,Alabama,2,providence,0,-21,1,1,0.8484848485,9,0.3571428571,7,7,0,0,9,1,,6,8,33,80,69.6,,,,,,,,,,,,,,,,,1987,Providence,6,0,0,0.7352941176,5,0.32,2,7,0,0,5,0,,16,54,34,86.7,76.9,,,,,,,,,,,,,,,,,3
1987,Iowa,2,oklahoma,1,2,1,1,0.8571428571,8,0.4666666667,1,16,0,0,5,0,,4,24,35,87.2,74.7,,,,,,,,,,,,,,,,,1987,Oklahoma,6,1,1,0.7058823529,4,0.2083333333,7,13,0,0,9,0,,12,26,34,89.1,80.1,,,,,,,,,,,,,,,,,3
1987,Syracuse,2,florida,1,6,1,1,0.8157894737,7,0.2580645161,11,11,0,0,17,0,,9,18,38,82.1,72.4,,,,,,,,,,,,,,,,,1987,Florida,6,0,0,0.6764705882,5,0.2608695652,7,35,0,0,23,0,,5,20,34,84.1,71.9,,,,,,,,,,,,,,,,,3
1987,DePaul,3,lsu,0,-5,1,1,0.9032258065,9,0.3928571429,3,3,0,0,5,1,,15,101,31,76.1,62.5,,,,,,,,,,,,,,,,,1987,LSU,10,1,1,0.6153846154,6,0.25,15,15,2,0,19,0,,30,3,39,69.7,68.4,,,,,,,,,,,,,,,,,3
1988,Arizona,1,iowa  ,1,20,1,1,0.9210526316,10,0.2571428571,5,15,0,0,17,1,,2,27,38,84.8,64.3,,,,,,,,,,,,,,,,,1988,Iowa,5,1,1,0.7058823529,7,0.2916666667,2,17,0,0,8,0,,7,9,34,93.6,81.6,,,,,,,,,,,,,,,,,3
1988,Oklahoma,1,louisville,1,10,1,1,0.8974358974,9,0.2,8,14,0,0,12,1,,1,35,39,102.9,81,,,,,,,,,,,,,,,,,1988,Louisville,5,0,1,0.6857142857,9,0.2916666667,17,17,3,1,25,1,,17,8,35,82.7,76.5,,,,,,,,,,,,,,,,,3
1988,Purdue,1,kansas st,0,-3,1,1,0.8787878788,9,0.4137931034,8,10,0,0,7,1,,6,22,33,84.6,71.6,,,,,,,,,,,,,,,,,1988,Kansas St,4,1,0,0.7352941176,8,0.32,2,6,0,0,2,0,,18,6,34,75,68.7,,,,,,,,,,,,,,,,,3
1988,Temple,1,richmond,1,22,1,1,0.9411764706,10,0.4375,6,16,0,0,5,1,,11,89,34,76.8,61.2,,,,,,,,,,,,,,,,,1988,Richmond,13,0,1,0.7878787879,8,0.2692307692,7,7,0,0,6,1,,88,138,33,69.4,65.3,,,,,,,,,,,,,,,,,3
1988,Duke,2,rhode island,1,1,1,1,0.8,7,0.2857142857,8,13,1,0,12,1,,3,29,35,83.8,68.8,,,,,,,,,,,,,,,,,1988,Rhode Island,11,0,0,0.8,7,0.5357142857,2,17,0,0,2,0,,49,132,35,86.8,77.1,,,,,,,,,,,,,,,,,3
1988,Kentucky,2,villanova,0,-6,1,1,0.8181818182,8,0.2592592593,3,19,0,0,23,1,,10,21,33,79.9,68.9,,,,,,,,,,,,,,,,,1988,Villanova,6,0,1,0.6486486486,5,0.375,15,17,1,1,16,0,,26,4,37,71.9,68.5,,,,,,,,,,,,,,,,,3
1988,UNC,2,michigan  ,1,9,1,1,0.7941176471,7,0.3333333333,27,27,2,1,61,0,,9,3,34,82,73.2,,,,,,,,,,,,,,,,,1988,Michigan,3,1,1,0.7647058824,6,0.2692307692,8,8,0,0,13,0,,5,20,34,86.7,73.4,,,,,,,,,,,,,,,,,3
1988,Kansas,6,vanderbilt,1,13,1,1,0.7105263158,7,0.3333333333,5,7,1,0,12,0,,19,2,38,73.8,68.9,,,,,,,,,,,,,,,,,1988,Vanderbilt,7,0,0,0.6451612903,4,0.2,7,32,0,0,13,0,,27,32,31,78.7,72.8,,,,,,,,,,,,,,,,,3
1989,Arizona,1,unlv,0,-1,1,1,0.8787878788,9,0.275862069,6,16,1,0,19,1,,1,16,33,84.5,66.8,,,,,,,,,,,,,,,,,1989,UNLV,4,1,1,0.7837837838,9,0.3103448276,16,21,1,0,44,1,,16,45,37,85.3,74.5,,,,,,,,,,,,,,,,,3
1989,Georgetown,1,nc st,1,8,1,1,0.8529411765,8,0.3793103448,17,17,3,1,20,1,,10,15,34,76.7,66.6,,,,,,,,,,,,,,,,,1989,NC State,5,1,1,0.7096774194,6,0.1818181818,9,18,1,1,19,0,,14,42,31,84.5,74,,,,,,,,,,,,,,,,,3
1989,Illinois,1,louisville,1,14,1,1,0.8611111111,9,0.2258064516,14,27,0,0,26,0,,4,4,36,86.4,74.1,,,,,,,,,,,,,,,,,1989,Louisville,4,1,0,0.7272727273,6,0.375,18,18,3,1,26,1,,15,23,33,82.2,73.9,,,,,,,,,,,,,,,,,3
1989,Oklahoma,1,virginia,0,-6,1,1,0.8333333333,8,0.3,9,15,1,0,14,0,,5,17,36,102.2,88.5,,,,,,,,,,,,,,,,,1989,Virginia,5,0,1,0.6666666667,6,0.1818181818,15,20,2,0,23,0,,24,10,33,81.9,77.7,,,,,,,,,,,,,,,,,3
1989,Duke,2,minnesota,1,17,1,1,0.7777777778,7,0.25,9,14,2,0,12,0,,3,33,36,86.5,69.8,,,,,,,,,,,,,,,,,1989,Minnesota,11,0,0,0.6129032258,5,0.1578947368,3,9,0,0,3,0,,29,18,31,75.4,71.7,,,,,,,,,,,,,,,,,3
1989,Indiana,2,seton hall,0,-13,1,1,0.7714285714,8,0.2962962963,18,24,1,2,31,1,,11,2,35,78.5,71.1,,,,,,,,,,,,,,,,,1989,seton hall,3,1,0,0.8157894737,7,0.3225806452,7,14,0,0,3,0,,8,26,38,81.1,69.3,,,,,,,,,,,,,,,,,3
1989,Syracuse,2,missouri,1,3,1,1,0.7894736842,7,0.2,13,13,1,0,16,0,,7,24,38,89.2,76.2,,,,,,,,,,,,,,,,,1989,Missouri,3,1,1,0.7837837838,7,0.3103448276,22,28,0,0,28,1,,9,12,37,87.8,77.4,,,,,,,,,,,,,,,,,3
1989,UNC,2,michigan,0,-5,1,1,0.7837837838,8,0.2413793103,28,28,2,1,61,1,,6,5,37,90,79.7,,,,,,,,,,,,,,,,,1989,Michigan,3,1,1,0.8108108108,7,0.2,9,9,0,0,14,0,,2,6,37,90.9,75.3,,,,,,,,,,,,,,,,,3
1990,Michigan St,1,georgia tech,0,-1,0,0,0.8235294118,10,0.4285714286,14,19,0,0,18,1,,18,25,34,76.2,68.5,,,,,,,,,,,,,,,,,1990,Georgia Tech,4,1,1,0.8,8,0.2142857143,9,15,0,0,11,1,,14,10,35,88.5,80.8,,,,,,,,,,,,,,,,,3
1990,Uconn,1,clemson,1,1,0,0,0.8378378378,8,0.2580645161,4,18,0,0,8,1,,10,47,37,78.5,67.2,,,,,,,,,,,,,,,,,1990,Clemson,5,1,0,0.7428571429,7,0.1923076923,6,15,0,0,12,0,,23,53,35,79.1,69.8,,,,,,,,,,,,,,,,,3
1990,UNLV,1,ball st,1,2,1,1,0.875,9,0.2285714286,17,22,1,0,44,1,,3,17,40,93.5,78.5,,,,,,,,,,,,,,,,,1990,Ball St,12,1,0,0.7878787879,8,0.3076923077,1,1,0,0,0,1,,37,126,33,70.3,59.3,,,,,,,,,,,,,,,,,3
1990,Syracuse,2,minnesota,0,-7,1,1,0.7878787879,7,0.2692307692,14,14,1,0,17,0,,8,26,33,81,71.2,,,,,,,,,,,,,,,,,1990,Minnesota,6,1,0,0.71875,6,0.3043478261,4,10,0,0,3,0,,11,24,32,83.1,73.8,,,,,,,,,,,,,,,,,3
1990,Duke,3,ucla,1,9,1,1,0.7631578947,6,0.2413793103,10,15,3,0,13,0,,5,27,38,89.1,76.6,,,,,,,,,,,,,,,,,1990,UCLA,7,1,0,0.6666666667,4,0.2727272727,2,11,0,0,12,0,,31,30,33,80.2,75.6,,,,,,,,,,,,,,,,,3
1990,Arkansas,4,unc,1,23,1,1,0.8571428571,8,0.3,5,10,0,0,7,1,,7,80,35,95.6,79.8,,,,,,,,,,,,,,,,,1990,UNC,8,1,1,0.6176470588,4,0.1428571429,29,29,2,1,62,0,,24,6,34,82.6,77.9,,,,,,,,,,,,,,,,,3
1990,xavier,6,texas,0,-13,1,1,0.8484848485,8,0.3571428571,5,5,0,0,0,0,,29,87,33,83.3,73.7,,,,,,,,,,,,,,,,,1990,Texas,10,1,0,0.7272727273,7,0.3333333333,2,20,0,0,3,0,,26,61,33,93.7,85.1,,,,,,,,,,,,,,,,,3
1990,alabama,7,loyola marymount,0,-2,1,0,0.7428571429,7,0.2692307692,10,10,0,0,14,1,,21,58,35,71.7,61.5,,,,,,,,,,,,,,,,,1990,Loyola Marymount,11,1,1,0.8125,8,0.4615384615,5,14,0,0,9,1,,20,117,32,122.4,108.1,,,,,,,,,,,,,,,,,3
1991,Arkansas,1,alabama,1,23,1,1,0.8947368421,8,0.3235294118,6,11,1,0,7,1,,2,35,38,99.6,81,,,,,,,,,,,,,,,,,1991,Alabama,4,1,1,0.696969697,7,0.2173913043,11,11,0,0,14,1,,27,34,33,78.2,72.6,,,,,,,,,,,,,,,,,3
1991,Ohio St,1,st john's,0,-17,1,0,0.8709677419,8,0.2962962963,2,2,0,0,0,1,,9,68,31,84.6,68.5,,,,,,,,,,,,,,,,,1991,St John's ,4,1,0,0.71875,5,0.1739130435,26,26,1,0,33,0,,29,22,32,72.8,68.1,,,,,,,,,,,,,,,,,3
1991,UNC,1,e michigan,1,26,1,1,0.8285714286,9,0.2413793103,30,30,2,1,62,1,,3,6,35,87.6,71.6,,,,,,,,,,,,,,,,,1991,E Michigan,12,0,0,0.7878787879,9,0.3076923077,6,14,0,0,1,1,,50,129,33,76.8,67.4,,,,,,,,,,,,,,,,,3
1991,UNLV,1,utah,1,17,1,1,0.9714285714,10,0.3823529412,18,23,2,1,44,1,,1,72,35,97.7,70.9,,,,,,,,,,,,,,,,,1991,Utah,4,0,0,0.8823529412,8,0.3666666667,2,7,0,0,2,0,,43,82,34,73,65.1,,,,,,,,,,,,,,,,,3
1991,Arizona,2,seton hall,0,-4,1,1,0.8,8,0.2142857143,8,18,1,0,22,1,,6,17,35,86.1,71.9,,,,,,,,,,,,,,,,,1991,Seton Hall,3,0,1,0.7352941176,9,0.2,9,16,1,0,4,1,,12,14,34,77.6,69.1,,,,,,,,,,,,,,,,,3
1991,Duke,2,uconn,1,14,1,1,0.8205128205,7,0.25,11,16,4,0,15,0,,4,9,39,87.7,73.4,,,,,,,,,,,,,,,,,1991,Uconn,11,1,0,0.6451612903,6,0.3,5,19,0,0,9,0,,18,33,31,73.3,65.3,,,,,,,,,,,,,,,,,3
1991,Indiana,2,kansas,0,-18,1,1,0.8529411765,8,0.3793103448,20,26,1,2,32,0,,7,49,34,84.8,69.2,,,,,,,,,,,,,,,,,1991,Kansas,3,1,0,0.7714285714,7,0.2222222222,3,3,0,0,1,1,,5,5,35,83.3,69.9,,,,,,,,,,,,,,,,,3
1991,Oklahoma St,3,temple,0,-9,0,0,0.75,7,0.25,1,21,0,0,27,0,,8,48,32,79.7,66.2,,,,,,,,,,,,,,,,,1991,Temple,10,1,0,0.7058823529,7,0.2916666667,9,19,0,0,7,0,,35,58,34,70.3,64,,,,,,,,,,,,,,,,,3
1992,Duke,1,seton hall,1,12,1,1,0.9444444444,9,0.3235294118,12,17,5,1,15,1,,3,13,36,88,73.5,,,,,,,,,,,,,,,,,1992,Seton Hall,4,1,0,0.71875,8,0.347826087,10,17,1,0,5,0,,27,38,32,74,68.1,,,,,,,,,,,,,,,,,3
1992,Ohio St,1,unc,1,7,1,1,0.8125,8,0.3076923077,3,3,0,0,0,1,,4,12,32,80.6,66.8,,,,,,,,,,,,,,,,,1992,UNC,4,1,1,0.696969697,4,0.2173913043,31,31,3,1,64,0,,15,14,33,83.5,75.6,,,,,,,,,,,,,,,,,3
1992,UCLA,1,new mexico st,1,7,1,1,0.8484848485,7,0.3928571429,4,13,0,0,13,1,,10,19,33,84.4,73.1,,,,,,,,,,,,,,,,,1992,New Mexico St,12,1,1,0.7575757576,7,0.4,7,18,0,0,10,1,,55,82,33,77.1,71.6,,,,,,,,,,,,,,,,,3
1992,Indiana,2,florida st,1,11,1,1,0.7941176471,7,0.2592592593,21,27,1,2,32,0,,1,2,34,83.4,65.8,,,,,,,,,,,,,,,,,1992,Florida St,3,1,0,0.6774193548,6,0.4285714286,6,12,0,0,5,0,,24,25,31,82.7,77.4,,,,,,,,,,,,,,,,,3
1992,Kentucky,2,massachusettes,1,10,0,0,0.8055555556,9,0.1724137931,3,10,1,0,6,1,,8,23,36,85.7,74.4,,,,,,,,,,,,,,,,,1992,Massachusetts,3,0,0,0.8571428571,10,0.4333333333,4,4,0,0,0,1,,20,79,35,82,70.3,,,,,,,,,,,,,,,,,3
1992,Oklahoma St,2,michigan,0,-3,1,0,0.7777777778,5,0.25,2,22,0,0,28,0,,7,8,36,74.9,63.9,,,,,,,,,,,,,,,,,1992,Michigan,6,0,1,0.7352941176,7,0.36,4,4,1,1,5,0,,13,3,34,77.9,71.4,,,,,,,,,,,,,,,,,3
1992,Cincinnati,4,utep,1,2,0,0,0.8529411765,9,0.2413793103,3,11,0,0,1,1,,6,63,34,78.9,63.1,,,,,,,,,,,,,,,,,1992,UTEP,9,0,1,0.7941176471,7,0.2592592593,31,31,0,0,22,0,,28,64,34,71.2,62.8,,,,,,,,,,,,,,,,,3
1992,memphis,6,georgia tech,1,4,0,0,0.6764705882,7,0.347826087,6,6,0,0,3,0,,36,24,34,74.3,71.2,,,,,,,,,,,,,,,,,1992,Georgia Tech,7,1,1,0.6571428571,6,0.1739130435,11,17,1,0,14,0,,19,9,35,80.4,74.5,,,,,,,,,,,,,,,,,3
1993,Indiana,1,louisville,1,13,1,1,0.8857142857,9,0.2903225806,22,28,2,2,32,1,,4,4,35,86.7,72,,,,,,,,,,,,,,,,,1993,Louisville,4,1,0,0.7096774194,7,0.3181818182,22,22,3,1,30,1,,20,32,31,81.1,74,,,,,,,,,,,,,,,,,3
1993,Kentucky,1,wake forest,1,34,1,0,0.8823529412,9,0.2333333333,4,11,1,0,6,1,,2,20,34,87.5,69.8,,,,,,,,,,,,,,,,,1993,Wake Forest,5,1,1,0.7,5,0.3333333333,4,7,0,0,1,0,,16,18,30,77.7,70.2,,,,,,,,,,,,,,,,,3
1993,Michigan,1,george washington,1,8,1,0,0.8611111111,9,0.2903225806,5,5,2,1,5,0,,7,1,36,81.9,71.8,,,,,,,,,,,,,,,,,1993,George Washington,12,0,0,0.7,6,0.3333333333,3,8,0,0,1,0,,44,79,30,76.4,69.1,,,,,,,,,,,,,,,,,3
1993,UNC,1,arkansas,1,6,1,1,0.9189189189,9,0.3529411765,32,32,3,1,65,0,,1,3,37,86.1,68.3,,,,,,,,,,,,,,,,,1993,Arkansas,4,1,1,0.7096774194,6,0.3181818182,8,13,1,0,11,0,,15,38,31,86.9,77.5,,,,,,,,,,,,,,,,,3
1993,Cincinnati,2,virginia,1,17,1,0,0.84375,7,0.3333333333,4,12,1,0,1,1,,5,61,32,74.5,58.5,,,,,,,,,,,,,,,,,1993,Virginia,6,0,1,0.6774193548,6,0.3333333333,3,3,0,0,1,0,,22,15,31,74.2,69.3,,,,,,,,,,,,,,,,,3
1993,Kansas,2,california,1,17,1,1,0.8285714286,7,0.2413793103,5,5,1,0,2,0,,6,6,35,83.6,70.5,,,,,,,,,,,,,,,,,1993,California,6,0,0,0.7,9,0.380952381,1,1,0,0,0,0,,33,52,30,79.3,73.8,,,,,,,,,,,,,,,,,3
1993,Florida St,3,w kentucky,1,3,1,1,0.7142857143,7,0.28,7,13,0,0,5,0,,13,2,35,86.3,79.7,,,,,,,,,,,,,,,,,1993,W Kentucky,7,0,0,0.8125,9,0.4230769231,3,3,0,0,1,1,,19,122,32,85.1,71.6,,,,,,,,,,,,,,,,,3
1993,Vanderbilt,3,temple,0,-8,0,1,0.8235294118,9,0.2857142857,4,7,0,0,1,0,,9,62,34,83.3,69.9,,,,,,,,,,,,,,,,,1993,Temple,7,1,1,0.6060606061,7,0.3,11,21,0,0,9,0,,32,10,33,69.2,66.5,,,,,,,,,,,,,,,,,3
1994,Arkansas,1,tulsa,1,19,1,1,0.9117647059,9,0.2580645161,9,14,1,0,11,0,,1,45,34,92.3,75.9,,,,,,,,,,,,,,,,,1994,Tulsa,12,0,0,0.7419354839,8,0.4782608696,3,3,0,0,0,0,,46,95,31,81.9,73.5,,,,,,,,,,,,,,,,,3
1994,Missouri,1,syracuse,1,10,1,1,0.875,9,0.3571428571,27,33,0,0,32,0,,24,33,32,81.4,74,,,,,,,,,,,,,,,,,1994,Syracuse,4,0,1,0.7666666667,7,0.2173913043,18,18,1,0,22,0,,13,24,30,83.9,74.8,,,,,,,,,,,,,,,,,3
1994,Purdue,1,kansas,1,5,1,0,0.84375,8,0.2592592593,14,16,0,0,11,1,,6,12,32,84.4,73.1,,,,,,,,,,,,,,,,,1994,Kansas,4,1,1,0.7647058824,6,0.2692307692,6,6,2,0,4,0,,7,27,34,80.4,68.4,,,,,,,,,,,,,,,,,3
1994,Arizona,2,louisville,1,12,1,1,0.8285714286,8,0.275862069,11,21,1,0,26,1,,2,25,35,89.3,74.4,,,,,,,,,,,,,,,,,1994,Louisville,3,1,1,0.8235294118,7,0.3214285714,23,23,3,1,30,1,,11,49,34,80.1,68.8,,,,,,,,,,,,,,,,,3
1994,Duke,2,marquette,1,10,1,1,0.8235294118,7,0.2857142857,14,19,6,2,19,0,,9,23,34,77.6,67.3,,,,,,,,,,,,,,,,,1994,Marquette,6,1,0,0.7272727273,7,0.3333333333,5,6,0,0,1,0,,25,36,33,69.1,61.5,,,,,,,,,,,,,,,,,3
1994,Uconn,2,florida,0,-9,0,1,0.8529411765,8,0.275862069,8,22,0,0,11,0,,3,61,34,84.9,68.6,,,,,,,,,,,,,,,,,1994,Florida,3,0,0,0.7837837838,6,0.275862069,4,12,0,0,4,0,,22,20,37,75.1,67.9,,,,,,,,,,,,,,,,,3
1994,Michigan,3,maryland,1,7,1,1,0.7666666667,7,0.3043478261,6,6,3,1,7,0,,14,2,30,79.8,73.9,,,,,,,,,,,,,,,,,1994,Maryland,10,0,0,0.6,4,0.2222222222,5,16,0,0,13,0,,31,50,30,80,73.2,,,,,,,,,,,,,,,,,3
1994,indiana,5,boston college,0,-9,1,1,0.7142857143,7,0.2,23,29,2,2,34,0,,18,3,28,80.9,76.1,,,,,,,,,,,,,,,,,1994,Boston College,9,0,0,0.6764705882,5,0.2173913043,8,12,0,0,3,0,,19,13,34,77.3,70.3,,,,,,,,,,,,,,,,,3
1995,Kansas,1,virginia,0,-9,1,1,0.8064516129,7,0.24,7,7,2,0,5,0,,6,14,31,82.7,70.5,,,,,,,,,,,,,,,,,1995,Virginia,4,1,1,0.7352941176,8,0.24,5,5,0,0,1,0,,8,15,34,77.4,66.8,,,,,,,,,,,,,,,,,3
1995,Kentucky,1,arizona st,1,24,1,1,0.8484848485,9,0.2857142857,6,13,2,0,8,1,,1,18,33,87.7,69,,,,,,,,,,,,,,,,,1995,Arizona St,5,0,0,0.7272727273,7,0.2083333333,6,15,1,1,16,0,,17,20,33,78.3,70.6,,,,,,,,,,,,,,,,,3
1995,UCLA,1,mississippi st,1,19,1,1,0.96875,10,0.3548387097,7,16,0,0,16,1,,2,13,32,87.5,73.9,,,,,,,,,,,,,,,,,1995,Mississippi St,5,0,0,0.7333333333,7,0.2727272727,9,9,0,0,0,0,,14,30,30,73.4,64.6,,,,,,,,,,,,,,,,,3
1995,Wake Forest,1,oklahoma st,0,-5,1,1,0.8125,10,0.3846153846,6,9,0,0,2,1,,9,5,32,71.2,62.8,,,,,,,,,,,,,,,,,1995,Oklahoma St,4,1,1,0.7297297297,7,0.1851851852,5,25,0,0,32,1,,7,12,37,75.9,64.4,,,,,,,,,,,,,,,,,3
1995,Arkansas,2,memphis,1,5,1,1,0.8205128205,9,0.21875,10,15,2,1,11,0,,16,7,39,86.7,80.3,,,,,,,,,,,,,,,,,1995,Memphis,6,0,1,0.7058823529,6,0.2083333333,9,9,0,0,5,0,,31,70,34,79.4,70.9,,,,,,,,,,,,,,,,,3
1995,Massachusetts,2,massachusettes,1,25,1,1,0.8529411765,8,0.4827586207,7,7,0,0,0,1,,4,36,34,80.9,65.7,,,,,,,,,,,,,,,,,1995,Massachusetts,2,1,1,0.8529411765,8,0.4827586207,7,7,0,0,0,1,,4,36,34,80.9,65.7,,,,,,,,,,,,,,,,,3
1995,Uconn,2,maryland,1,10,1,0,0.8484848485,7,0.3214285714,9,23,0,0,12,0,,11,44,33,86,74.4,,,,,,,,,,,,,,,,,1995,Maryland,3,1,0,0.7647058824,7,0.1538461538,6,17,0,0,13,0,,5,10,34,86.4,73.9,,,,,,,,,,,,,,,,,3
1995,UNC,2,georgetown,1,10,1,1,0.8235294118,6,0.3214285714,34,34,4,2,67,0,,3,1,34,84.4,74,,,,,,,,,,,,,,,,,1995,Georgetown,6,1,0,0.6774193548,5,0.2380952381,23,23,3,1,22,0,,52,61,31,74.2,69.3,,,,,,,,,,,,,,,,,3
1996,Kentucky,1,utah,1,31,1,1,0.9444444444,9,0.2647058824,7,14,2,0,8,0,,1,13,36,91.4,69.4,,,,,,,,,,,,,,,,,1996,Utah,4,1,0,0.7941176471,7,0.3703703704,7,12,0,0,4,0,,11,57,34,76,63.9,,,,,,,,,,,,,,,,,3
1996,Massachusetts,1,arkansas,1,16,1,1,0.9459459459,9,0.5428571429,8,8,0,0,1,1,,6,25,37,74.8,62.4,,,,,,,,,,,,,,,,,1996,Arkansas,12,1,1,0.6060606061,4,0.15,11,16,3,1,12,0,,40,35,33,77.6,74,,,,,,,,,,,,,,,,,3
1996,Uconn,1,mississippi st,0,-5,1,1,0.9142857143,9,0.40625,10,24,0,0,13,1,,2,31,35,82.6,64.7,,,,,,,,,,,,,,,,,1996,Mississippi St,5,1,0,0.7647058824,8,0.2692307692,10,10,0,0,0,1,,20,26,34,73.1,65.6,,,,,,,,,,,,,,,,,3
1996,Cincinnati,2,georgia tech,1,17,1,1,0.84375,7,0.3333333333,7,15,1,0,4,1,,4,42,32,79.6,65.2,,,,,,,,,,,,,,,,,1996,Georgia Tech,3,0,0,0.6666666667,9,0.3333333333,15,21,1,0,18,0,,18,1,36,80.2,76,,,,,,,,,,,,,,,,,3
1996,Georgetown,2,texas tech,1,8,1,1,0.7837837838,7,0.2413793103,24,24,3,1,23,0,,3,17,37,81.8,69,,,,,,,,,,,,,,,,,1996,Texas Tech,3,0,0,0.9375,10,0.4,5,5,0,0,1,1,,25,109,32,82.2,69.4,,,,,,,,,,,,,,,,,3
1996,Kansas,2,arizona  ,1,3,1,1,0.8529411765,7,0.3103448276,8,8,2,0,6,0,,5,46,34,79.9,65.8,,,,,,,,,,,,,,,,,1996,Arizona,3,1,1,0.8125,8,0.3076923077,13,23,2,0,28,0,,13,30,32,81.6,71.9,,,,,,,,,,,,,,,,,3
1996,Wake Forest,2,louisville,1,1,1,1,0.8125,8,0.2307692308,7,10,0,0,3,1,,12,9,32,68.9,61.3,,,,,,,,,,,,,,,,,1996,Louisville,6,1,1,0.6470588235,5,0.3181818182,25,25,3,1,33,0,,22,16,34,76.1,70.8,,,,,,,,,,,,,,,,,3
1996,Syracuse,4,georgia  ,1,2,1,1,0.7631578947,8,0.2068965517,20,20,1,0,23,0,,9,6,38,76.2,68.6,,,,,,,,,,,,,,,,,1996,Georgia  ,8,0,0,0.6774193548,8,0.1904761905,1,5,0,0,1,0,,39,60,31,82.7,76.4,,,,,,,,,,,,,,,,,3
1997,Kansas,1,arizona,0,-3,1,1,0.9444444444,10,0.2941176471,9,9,2,0,6,1,,2,39,36,84.94444444,66.11111111,113,87.9,42.38888889,32.08333333,9.75,8.583333333,6.166666667,48.8,38.1,56.6,45.2,16.6,5.2,14.29801325,17.58163265,24.63492063,1997,Arizona,4,1,1,0.7352941176,6,0.16,14,24,2,0,31,0,,6,5,34,83.88235294,73.26470588,108.4,94.7,40.32352941,38.05882353,10.52941176,7.323529412,2.941176471,45.3,37,53.3,40.7,16.7,18.60795455,27.23880597,31.73684211,0,3
1997,Kentucky,1,st joseph's,1,15,1,1,0.875,9,0.3428571429,8,15,3,1,12,1,,1,23,40,83.125,62.8,112.1,84.7,39.425,34.25,12,6.4,5,47.1,36.9,55,31.3,19.4,11.22222222,23.90526316,10.41935484,25.80412371,1997,St Joseph's,4,0,0,0.7878787879,9,0.3076923077,2,2,0,0,0,1,,40,44,33,71.24242424,66,105.6,97.8,36.06060606,35.51515152,7.242424242,5.848484848,2.393939394,41.2,37.1,52.4,38.3,14,16.54411765,1.307692308,29.16666667,21.96460177,3
1997,Minnesota,1,clemson,1,6,0,1,0.8857142857,9,0.3225806452,11,17,0,0,6,1,,3,24,35,78.31428571,63.37142857,109,88.2,39.2,33.94285714,9.114285714,7,3.171428571,47.9,34.6,54.8,39.4,16,8.763157895,20.73509934,27.28571429,19.54285714,1997,Clemson,4,1,0,0.696969697,4,0.3043478261,3,10,0,0,4,0,,12,8,33,68.15151515,61.45454545,106.2,95.8,34.48484848,30.03030303,6.848484848,6.272727273,2.515151515,44.3,31,52.9,45.7,13.8,11.2295082,20.98888889,28.57894737,23.48979592,3
1997,UNC,1,california,1,6,1,1,0.8,10,0.3571428571,36,36,5,2,70,1,,4,2,35,77.4,66.68571429,111.4,96,41.57142857,32.2,7.457142857,7.314285714,4.057142857,47.9,37.2,55,33.5,18.1,13.19277108,27.36363636,14.25471698,30.77142857,1997,California,5,1,0,0.71875,7,0.3043478261,1,20,0,0,2,0,,13,13,32,75.0625,67.84375,102.7,92.9,38.0625,35.6875,8.46875,7.40625,4.1875,45.7,32.6,52.8,40.4,16.3,3.980769231,18.87671233,22.31325301,24.52,3
1997,UCLA,2,iowa st,1,1,1,1,0.75,9,0.3333333333,1,1,0,0,0,1,,18,11,32,79.9375,73.75,107.6,99.3,37.875,33.84375,8.09375,7.3125,3.84375,52,34.3,58.3,47.3,16.7,2.388888889,17.07246377,30.04210526,25.89130435,1997,Iowa St,6,1,1,0.7096774194,5,0.2272727273,3,11,0,0,3,0,,35,65,31,67.51612903,60.38709677,103,92.1,35.5483871,33.83870968,5.709677419,6.967741935,5.161290323,45.3,40.1,53,41.8,15.6,9.711538462,21.55294118,22.59322034,33.51612903,3
